owner_id,age,gender,city_district,quarter,primary_breed,is_hybrid,secondary_breed,is_secondary_hybrid,breed_type,dog_yob,dog_gender,dog_color
82452,61-70,w,10,102,Dachshund,NA,NA,NA,K,2009,m,rot
82509,51-60,w,7,72,Rottweiler,NA,NA,NA,I,2009,w,schwarz/braun
82510,61-70,w,9,91,West Highland White Terrier,NA,NA,NA,K,2009,m,weiss
82561,61-70,w,7,71,Yorkshire Terrier,NA,NA,NA,K,2009,w,blue/tan
82581,61-70,w,7,72,Tibet Terrier,NA,NA,NA,K,2009,w,beige/schwarz
82588,71-80,w,6,63,Appenzeller Sennenhund,NA,NA,NA,I,2009,w,tricolor
82671,51-60,w,7,74,Continental Bulldog,NA,NA,NA,I,2009,m,rotbraun/weiss
82738,61-70,m,7,74,English Setter,NA,NA,NA,I,2009,m,weiss/orange
82751,71-80,m,8,83,Pudel,NA,NA,NA,K,2009,w,black/tan
82813,51-60,w,7,73,Labrador Retriever,NA,NA,NA,I,2009,w,blondfarben
82852,61-70,w,9,92,Chinese Crested Powderpuff,NA,NA,NA,K,2009,m,weiss/schwarz
82868,51-60,w,2,21,Schäfer,NA,NA,NA,I,2009,w,weiss
83050,71-80,m,2,23,Schnauzer,NA,West Highland White Terrier,NA,I,2009,w,schwarz/braun/weiss
83097,71-80,w,1,13,Mischling klein,NA,NA,NA,K,2009,w,schwarz
83141,61-70,w,2,23,Pekingese,NA,NA,NA,K,2009,w,braun/weiss
83359,71-80,m,11,119,Französische Bulldogge,NA,NA,NA,K,2009,m,beige
83577,71-80,m,4,42,Border Collie,NA,NA,NA,I,2009,m,schwarz/weiss
83688,81-90,m,6,61,Deutscher Schäfer,NA,NA,NA,I,2009,m,schwarz/gelb
83775,51-60,w,10,101,Jack Russel Terrier,NA,NA,NA,K,2009,w,tricolor
83892,51-60,w,7,73,Mischling klein,NA,NA,NA,K,2009,w,braun
83979,71-80,m,4,44,Golden Retriever,NA,NA,NA,I,2009,w,golden
83993,61-70,w,7,73,Mischling klein,NA,NA,NA,K,2009,m,schwarz/weiss
84008,61-70,w,10,102,Königspudel,NA,NA,NA,I,2009,m,apricot
84070,71-80,w,9,92,Mischling klein,NA,NA,NA,K,2009,w,beige
84180,61-70,w,4,41,Bearded Collie,NA,Bergamasker,NA,I,2009,w,schwarz/weiss
84242,71-80,w,12,121,Samojede,NA,NA,NA,I,2009,w,weiss
84297,71-80,m,10,101,Pekingese,Mischling,NA,NA,K,2009,m,schwarz/weiss
84370,61-70,w,3,31,Flat Coated Retriever,NA,NA,NA,I,2009,w,schwarz
84481,81-90,m,8,82,Chihuahua,Mischling,NA,NA,K,2009,m,beige/weiss
84487,61-70,w,11,119,Belgischer Schäfer,NA,Tervueren,NA,I,2009,m,schwarz/braun
84498,41-50,w,6,63,Mischling gross,NA,NA,NA,I,2009,w,beige/weiss
84512,51-60,w,7,71,Afghanischer Windhund,NA,NA,NA,I,2009,m,silber
84517,71-80,w,7,71,Deerhound,NA,NA,NA,I,2009,w,grau
84531,51-60,w,7,71,Chihuahua,NA,NA,NA,K,2009,m,golden
84542,91-100,w,7,71,Terrier,NA,NA,NA,K,2009,w,schwarz
84831,61-70,w,9,92,Chihuahua,NA,NA,NA,K,2009,w,black/tan
84906,61-70,w,10,101,Dachshund,NA,NA,NA,K,2009,w,rot
85199,81-90,w,11,119,Zwergschnauzer,Mischling,NA,NA,K,2009,m,schwarz
85211,51-60,w,11,115,Papillon,NA,NA,NA,K,2009,m,schwarz/weiss
85220,51-60,w,11,115,Jack Russel Terrier,NA,NA,NA,K,2009,m,tricolor
85517,71-80,m,7,71,Border Terrier,NA,Deutscher Jagdterrier,NA,K,2009,m,rotbraun
85609,61-70,w,11,119,Dackel,NA,Spaniel,NA,K,2009,w,rot/braun
85678,71-80,w,11,111,Zwergpudel,NA,NA,NA,K,2009,w,schwarz/weiss
85725,81-90,w,7,74,Dachshund,NA,NA,NA,K,2009,m,rotbraun
86106,51-60,w,11,111,Schnauzer,Mischling,NA,NA,I,2009,m,weiss/schwarz
86110,51-60,m,7,73,Golden Retriever,NA,NA,NA,I,2009,m,golden
86441,71-80,w,6,61,American Cocker Spaniel,NA,NA,NA,K,2009,m,schwarz/weiss
86529,41-50,m,8,81,Continental Bulldog,Mischling,NA,NA,I,2009,m,gestromt
86554,51-60,w,10,101,Berner Sennenhund,NA,NA,NA,I,2009,w,tricolor
86723,41-50,w,6,61,Labrador Retriever,NA,NA,NA,I,2009,w,blondfarben
86766,51-60,w,4,41,Parson Russell Terrier,NA,NA,NA,K,2009,w,weiss/rot
86822,41-50,w,2,21,Yorkshire Terrier,NA,NA,NA,K,2009,w,blue/tan
87149,31-40,w,11,119,Continental Bulldog,NA,NA,NA,I,2009,w,gestromt
87158,31-40,w,2,23,Mischling klein,NA,NA,NA,K,2009,w,hellbraun
87297,51-60,w,7,71,Russischer Terrier,NA,NA,NA,I,2009,w,schwarz
87307,31-40,w,6,61,Border Collie,Mischling,NA,NA,I,2009,w,schwarz/weiss
87457,51-60,m,11,119,Zwergpudel,NA,NA,NA,K,2009,w,weiss
87579,51-60,w,9,92,Australian Shepherd,NA,NA,NA,I,2009,w,rot
87624,41-50,m,9,92,Berner Sennenhund,NA,Labrador Retriever,NA,I,2009,w,tricolor
87668,41-50,w,3,31,Griffon,NA,NA,NA,I,2009,w,braun/schwarz/weiss
87828,71-80,w,6,63,Pudel,Mischling,NA,NA,K,2009,m,weiss
87909,31-40,m,3,33,Golden Retriever,NA,NA,NA,I,2009,m,braun
87913,41-50,w,12,121,Zwergpudel,NA,NA,NA,K,2009,w,braun
87948,51-60,w,9,92,Chihuahua,NA,NA,NA,K,2009,w,weiss
87956,41-50,m,3,33,Vizsla,NA,NA,NA,I,2009,m,braun
88067,31-40,w,12,121,Rehpinscher,NA,NA,NA,K,2009,w,rehbraun
88162,51-60,m,9,91,Mastiff,Mischling,NA,NA,I,2009,m,blondfarben
88250,31-40,w,7,74,Sibirischer Husky,NA,NA,NA,I,2009,w,schwarz/weiss
88260,51-60,w,2,21,English Cocker Spaniel,NA,NA,NA,K,2009,m,blauschimmel
88401,61-70,w,11,115,Tibetan Spaniel,NA,NA,NA,K,2009,m,schwarz/weiss
88871,51-60,w,11,119,Chihuahua,NA,NA,NA,K,2009,w,weiss
89023,61-70,w,9,91,Tibet Terrier,NA,NA,NA,K,2009,w,tricolor
89358,41-50,w,9,91,Mischling klein,NA,NA,NA,K,2009,w,grau
89371,61-70,w,2,23,Mischling klein,NA,NA,NA,K,2009,m,tricolor
89439,71-80,m,3,34,Dackel,NA,NA,NA,K,2009,m,rot
89439,71-80,m,3,34,Dackel,NA,NA,NA,K,2009,m,rot
89570,31-40,m,11,111,Pinscher,NA,NA,NA,K,2009,w,braun
89670,41-50,w,6,63,Foxterrier,NA,Jack Russel Terrier,NA,K,2009,w,braun/weiss
90293,41-50,w,2,24,West Highland White Terrier,NA,NA,NA,K,2009,w,weiss
90889,41-50,w,12,122,Staffordshire Bull Terrier,NA,NA,NA,II,2009,m,schwarz gestromt
91051,51-60,w,8,81,Collie,NA,NA,NA,I,2009,w,tricolor
91206,41-50,w,9,92,Continental Bulldog,NA,NA,NA,I,2009,m,rot
91351,41-50,m,7,72,Mops,NA,NA,NA,K,2009,w,beige/schwarz
91504,71-80,w,3,33,Cocker Spaniel,NA,NA,NA,K,2009,m,schwarz
91718,21-30,w,5,51,Mops,NA,NA,NA,K,2009,m,schwarz
92944,31-40,w,11,115,Pudel,NA,NA,NA,K,2009,w,silber
93302,41-50,w,3,31,Jack Russel Terrier,NA,NA,NA,K,2009,m,tricolor
93496,31-40,w,11,115,Mischling gross,NA,NA,NA,I,2009,m,braun
94100,51-60,w,4,42,Mischling klein,NA,NA,NA,K,2009,m,braun/schwarz/weiss
94410,41-50,m,9,92,Mischling klein,NA,NA,NA,K,2009,m,blondfarben
94477,61-70,w,8,81,Chihuahua,NA,NA,NA,K,2009,m,black/tan
94599,31-40,w,12,121,Chihuahua,NA,NA,NA,K,2009,m,weiss/braun
95086,21-30,w,7,71,Mops,NA,NA,NA,K,2009,w,beige
96155,21-30,w,6,61,Französische Bulldogge,NA,NA,NA,K,2009,w,gestromt
96452,31-40,w,9,91,Spitz,NA,NA,NA,K,2009,w,braun
96511,61-70,w,12,122,Golden Retriever,NA,Labrador Retriever,NA,I,2009,m,weiss
96515,51-60,w,4,44,Yorkshire Terrier,NA,NA,NA,K,2009,m,schwarz/braun
96544,41-50,w,9,92,Mops,NA,NA,NA,K,2009,w,beige
96549,41-50,w,12,122,Zwergpinscher,NA,NA,NA,K,2009,w,braun
96565,71-80,w,12,123,Parson Russell Terrier,NA,NA,NA,K,2009,m,tricolor
96818,51-60,m,12,122,Golden Retriever,NA,Berner Sennenhund,NA,I,2009,w,braun/schwarz/weiss
96947,41-50,w,2,21,Flat Coated Retriever,NA,NA,NA,I,2009,w,schwarz
96975,41-50,w,12,121,Yorkshire Terrier,NA,NA,NA,K,2009,m,blue/tan
97062,31-40,w,8,82,Parson Jack Russell Terrier,NA,NA,NA,K,2009,m,tricolor
97112,41-50,m,9,92,Labrador Retriever,NA,NA,NA,I,2009,w,gelb
97135,41-50,w,9,91,Boston Terrier,NA,NA,NA,K,2009,w,schwarz/weiss
97145,21-30,w,2,21,Papillon,NA,NA,NA,K,2009,w,tricolor
97279,61-70,w,7,73,Zwergpudel,NA,NA,NA,K,2009,w,creme
97427,21-30,m,11,119,Chihuahua,NA,NA,NA,K,2009,m,weiss/schwarz
97439,41-50,m,3,34,Malteser,NA,NA,NA,K,2009,m,weiss
97463,31-40,m,2,24,Mops,NA,Beagle,NA,K,2009,w,beige
97465,21-30,w,9,92,Mops,NA,Shih Tzu,NA,K,2009,w,grau
97549,41-50,w,1,14,Chihuahua,NA,NA,NA,K,2009,w,beige
97609,21-30,w,3,33,Chihuahua,NA,NA,NA,K,2009,m,weiss
97685,41-50,w,12,122,Chihuahua,NA,NA,NA,K,2009,m,creme
97743,41-50,w,11,115,Bichon maltais,NA,NA,NA,K,2009,m,weiss
97767,51-60,m,4,44,Mischling klein,Mischling,NA,NA,K,2009,w,schwarz/weiss
97769,61-70,m,7,71,Bayerischer Gebirgsschweisshund,NA,NA,NA,I,2009,w,hirschrot
97926,61-70,w,7,74,Vizsla,NA,NA,NA,I,2009,w,braun
97926,61-70,w,7,74,Vizsla,NA,NA,NA,I,2009,w,braun
98019,31-40,m,11,111,Border Collie,NA,Labrador Retriever,NA,I,2009,m,schwarz/weiss
98027,31-40,m,5,52,Border Collie,NA,Appenzeller Sennenhund,NA,I,2009,w,schwarz/weiss
98068,51-60,w,12,121,Rehpinscher,NA,NA,NA,K,2009,m,rehbraun
98188,21-30,w,2,21,Labrador Retriever,NA,NA,NA,I,2009,w,braun
98220,61-70,w,9,92,Border Collie,NA,NA,NA,I,2009,w,schwarz/weiss
98224,31-40,w,9,92,Chihuahua,NA,NA,NA,K,2009,m,schwarz
98258,41-50,w,10,101,Chihuahua,NA,NA,NA,K,2009,w,black/tan
98311,51-60,w,11,115,Sheltie,NA,NA,NA,K,2009,m,sable
98321,51-60,w,11,115,Collie,NA,NA,NA,I,2009,m,sable
98342,41-50,m,12,122,Rhodesian Ridgeback,NA,NA,NA,I,2009,m,braun
98345,61-70,w,11,119,Bichon frisé,NA,NA,NA,K,2009,m,weiss
98516,51-60,m,9,92,Rauhaar Dackel,NA,NA,NA,K,2009,w,saufarben
98571,21-30,w,11,111,Chihuahua,NA,NA,NA,K,2009,w,braun
98594,41-50,m,6,6,Lagotto Romagnolo,NA,NA,NA,I,2009,w,marronschimmel
98597,61-70,w,3,31,Rhodesian Ridgeback,NA,NA,NA,I,2009,w,weizen
98619,31-40,w,12,122,Yorkshire Terrier,NA,NA,NA,K,2009,m,schwarz/grau
98664,51-60,m,11,119,Saluki,NA,NA,NA,I,2009,m,creme
98666,21-30,w,7,72,Mittelpudel,NA,NA,NA,K,2009,m,silber
98709,31-40,m,2,21,Mischling klein,NA,NA,NA,K,2009,w,braun
98767,51-60,w,11,111,Flat Coated Retriever,NA,NA,NA,I,2009,w,braun
98851,61-70,w,9,91,Pudel,NA,NA,NA,K,2009,w,apricot
98950,31-40,w,10,101,Australian Shepherd,NA,NA,NA,I,2009,w,blue/merle
99100,51-60,w,10,101,Pudel,NA,NA,NA,K,2009,m,apricot
99101,41-50,m,10,102,Französische Bulldogge,NA,NA,NA,K,2009,w,grau/beige
99137,61-70,w,11,119,Mischling klein,NA,NA,NA,K,2009,m,schwarz/braun
99140,41-50,m,7,74,Labrador Retriever,NA,NA,NA,I,2009,w,braun
99375,41-50,w,3,34,Beagle,NA,NA,NA,K,2009,m,tricolor
99542,51-60,m,3,33,Pekingese,NA,NA,NA,K,2009,m,braun
99681,81-90,w,8,82,Mischling klein,NA,NA,NA,K,2009,m,sandfarbig
99688,51-60,w,2,21,Continental Bulldog,NA,NA,NA,I,2009,w,schwarz/weiss
99702,31-40,w,9,91,Zwergpinscher,NA,NA,NA,K,2009,w,schwarz/rot
99703,61-70,m,3,34,Cairn Terrier,NA,NA,NA,K,2009,w,gestromt
99711,71-80,w,10,101,Pudel,NA,NA,NA,K,2009,m,black/tan
99727,41-50,w,10,101,Bolonka Zwetna,NA,NA,NA,K,2009,m,schwarz/weiss
99731,61-70,m,6,63,Portugiesischer Wasserhund,NA,NA,NA,I,2009,m,schwarz/weiss
99732,41-50,w,2,21,Australian Terrier,NA,NA,NA,K,2009,w,rot
99751,61-70,w,9,92,Pudel,NA,NA,NA,K,2009,w,schwarz
99764,31-40,w,11,111,Chihuahua,NA,NA,NA,K,2009,w,rot
99765,51-60,m,3,33,Französische Bulldogge,NA,NA,NA,K,2009,w,weiss/schwarz
99774,51-60,w,11,111,Golden Retriever,NA,NA,NA,I,2009,m,golden
99780,41-50,w,10,101,Jack Russel Terrier,NA,NA,NA,K,2009,w,tricolor
99784,61-70,w,10,101,Tibet Terrier,Mischling,NA,NA,K,2009,m,weiss/beige
99785,51-60,w,2,23,Chihuahua,NA,NA,NA,K,2009,m,braun/weiss
99803,41-50,w,3,34,Pinscher,NA,NA,NA,K,2009,w,tricolor
99804,51-60,m,9,91,Labrador Retriever,NA,NA,NA,I,2009,m,blondfarben
99808,41-50,w,3,33,Mops,NA,NA,NA,K,2009,m,beige
99810,51-60,w,9,91,Golden Retriever,NA,NA,NA,I,2009,w,beige
99825,51-60,w,8,81,Havaneser,NA,NA,NA,K,2009,w,weiss/beige
99826,61-70,m,5,52,Shiba Inu,NA,NA,NA,K,2009,m,rot
99828,31-40,w,9,91,Parson Russell Terrier,NA,NA,NA,K,2009,w,tricolor
99830,21-30,w,10,101,Bichon Havanais,NA,NA,NA,K,2009,w,weiss
99844,51-60,w,11,119,Labrador Retriever,Mischling,NA,NA,I,2009,w,schwarz/weiss
99857,61-70,m,11,119,Australian Shepherd,NA,NA,NA,I,2009,m,tricolor
99860,31-40,m,11,119,Mops,NA,NA,NA,K,2009,w,schwarz
99873,31-40,w,2,21,Havaneser,NA,NA,NA,K,2009,w,braun
99874,41-50,w,9,91,Chihuahua,NA,NA,NA,K,2009,w,braun
99880,41-50,w,10,101,Yorkshire Terrier,NA,NA,NA,K,2009,w,schwarz/braun
99880,41-50,w,10,101,Yorkshire Terrier,NA,NA,NA,K,2009,m,schwarz/braun
99934,21-30,w,8,81,Hirtenhund,NA,Labrador Retriever,NA,I,2009,w,schwarz/weiss
99983,51-60,w,11,115,Chihuahua,NA,NA,NA,K,2009,m,black/tan
99988,31-40,w,7,74,Labrador Retriever,NA,NA,NA,I,2009,m,gelb
100061,41-50,m,2,21,Cairn Terrier,NA,NA,NA,K,2009,w,brindle
100138,41-50,m,4,44,Boxer,NA,NA,NA,I,2009,w,gestromt
100139,61-70,w,12,122,Mischling klein,NA,NA,NA,K,2009,m,weiss/beige
100147,31-40,w,2,24,Mischling klein,NA,NA,NA,K,2009,w,braun
100161,61-70,m,6,63,Afghane,NA,NA,NA,I,2009,w,rot
100181,31-40,w,9,92,Zwergpudel,NA,NA,NA,K,2009,m,schwarz
100192,41-50,m,7,73,Gordon Setter,NA,NA,NA,I,2009,w,schwarz/beige/grau
100200,21-30,w,10,101,Schäfer,NA,NA,NA,I,2009,m,weiss
100258,51-60,w,9,92,Terrier,Mischling,NA,NA,K,2009,w,tricolor
100270,51-60,m,12,122,Chihuahua,NA,NA,NA,K,2009,w,schwarz/weiss
100279,61-70,w,11,119,Yorkshire Terrier,NA,NA,NA,K,2009,w,blue/tan
100285,31-40,w,4,42,Podenco,NA,NA,NA,I,2009,w,rot/weiss
100299,31-40,m,12,123,Pekingese,NA,NA,NA,K,2009,w,beige
100343,41-50,w,7,72,Gordon Setter,NA,NA,NA,I,2009,m,black/tan
100467,31-40,m,11,115,Französische Bulldogge,NA,NA,NA,K,2009,w,braun/weiss
100645,71-80,w,8,81,Mudi,NA,NA,NA,I,2009,m,schwarz
100647,61-70,w,2,21,Eurasier,NA,NA,NA,I,2009,w,rot
100661,61-70,m,3,34,Schäfer,Mischling,NA,NA,I,2009,w,braun/schwarz
100761,51-60,w,11,111,Yorkshire Terrier,NA,NA,NA,K,2009,w,tricolor
100776,41-50,w,11,111,Jack Russel Terrier,NA,NA,NA,K,2009,w,schwarz/weiss
100821,41-50,w,10,101,English Cocker Spaniel,NA,NA,NA,K,2009,w,rot
100823,61-70,w,5,51,Yorkshire Terrier,NA,NA,NA,K,2009,w,blue/tan
100824,21-30,w,11,115,Pudel,NA,Chihuahua,NA,K,2009,w,braun/schwarz
100833,31-40,w,11,115,Labrador Retriever,NA,NA,NA,I,2009,m,braun
100849,51-60,w,2,23,Englische Bulldogge,NA,NA,NA,I,2009,m,beige/weiss
100862,41-50,w,4,42,Mischling klein,NA,NA,NA,K,2009,w,rot/weiss
100944,31-40,w,1,11,Chihuahua,NA,NA,NA,K,2009,m,beige
100981,31-40,w,10,102,Rehpinscher,NA,NA,NA,K,2009,m,schwarz/braun
101003,41-50,w,11,115,Mischling klein,NA,NA,NA,K,2009,m,schwarz/beige
101049,61-70,w,10,101,Pudel,NA,NA,NA,K,2009,w,schwarz/weiss
101069,41-50,w,10,101,Border Collie,NA,Deutscher Schäfer,NA,I,2009,w,schwarz/braun
101076,31-40,m,2,23,American Cocker Spaniel,NA,NA,NA,K,2009,w,schwarz
101236,61-70,w,4,44,Pekingese,NA,NA,NA,K,2009,w,braun
101276,41-50,w,7,72,Pudel,NA,NA,NA,K,2009,w,silber
101301,71-80,m,10,101,Tibetan Spaniel,NA,NA,NA,K,2009,m,sable
101314,51-60,m,5,52,Schäfer,NA,Riesenschnauzer,NA,I,2009,m,schwarz/grau
101324,31-40,w,3,33,Boxer,NA,NA,NA,I,2009,m,schwarz
101435,51-60,w,9,92,Volpino,NA,Whippet,NA,I,2009,w,beige
101485,61-70,w,9,91,Labrador Retriever,NA,Belgischer Schäfer,NA,I,2009,m,braun/schwarz
101550,31-40,m,3,34,Jack Russel Terrier,NA,NA,NA,K,2009,m,braun/weiss/schwarz
101624,61-70,w,9,92,Mischling klein,NA,NA,NA,K,2009,w,schwarz/braun
101628,41-50,w,12,122,Mischling klein,NA,NA,NA,K,2009,w,schwarz/braun/weiss
101653,41-50,w,6,61,Französische Bulldogge,NA,NA,NA,K,2009,w,gestromt
101666,21-30,w,9,92,Chihuahua,NA,NA,NA,K,2009,m,hellbraun/weiss
101674,61-70,m,2,23,Labrador Retriever,NA,NA,NA,I,2009,m,rot
101707,61-70,w,11,111,Dachshund,Mischling,NA,NA,K,2009,w,schwarz
101742,51-60,w,10,101,Rhodesian Ridgeback,Mischling,NA,NA,I,2009,m,hellbraun
101743,61-70,m,11,111,Malteser,NA,NA,NA,K,2009,w,weiss
101836,21-30,w,11,119,Berner Sennenhund,NA,Collie,NA,I,2009,m,schwarz/braun
101941,31-40,w,6,61,Chihuahua,NA,NA,NA,K,2009,w,weiss
101943,51-60,w,11,119,Griffon,NA,NA,NA,I,2009,w,braun
101952,61-70,m,3,34,Chihuahua,NA,NA,NA,K,2009,m,hellbraun
102060,41-50,w,12,121,Pudel,NA,NA,NA,K,2009,w,schwarz
102069,41-50,w,5,52,Bolonka Zwetna,NA,NA,NA,K,2009,m,schwarz
102083,21-30,w,11,111,Beagle,NA,NA,NA,K,2009,m,tricolor
102303,31-40,m,3,31,Mischling klein,NA,NA,NA,K,2009,w,tricolor
102325,31-40,w,3,31,Labrador Retriever,NA,NA,NA,I,2009,w,braun
102326,41-50,w,9,92,Terrier,NA,NA,NA,K,2009,m,weiss/schwarz
102340,61-70,w,12,122,Yorkshire Terrier,NA,NA,NA,K,2009,w,schwarz/braun
102402,71-80,m,7,72,Pinscher,NA,NA,NA,K,2009,w,schwarz/braun
102407,41-50,w,4,44,Galgo Español,Mischling,NA,NA,I,2009,m,weiss/braun
102409,51-60,w,3,34,Yorkshire Terrier,NA,NA,NA,K,2009,w,braun/schwarz
102411,31-40,w,9,92,Rehpinscher,NA,NA,NA,K,2009,m,schwarz
102474,51-60,m,11,111,Labrador Retriever,NA,NA,NA,I,2009,w,schwarz
102734,51-60,w,10,101,Flat Coated Retriever,NA,NA,NA,I,2009,w,schwarz
102735,41-50,w,6,61,Französische Bulldogge,NA,NA,NA,K,2009,m,weiss
102757,31-40,m,2,21,Jack Russel Terrier,NA,NA,NA,K,2009,m,weiss/braun
102766,51-60,w,3,31,Chihuahua,NA,NA,NA,K,2009,w,weiss/braun
102847,31-40,w,2,21,Labrador Retriever,Mischling,NA,NA,I,2009,w,hellbraun
103015,41-50,w,12,123,Bolonka Zwetna,NA,NA,NA,K,2009,m,schwarz
103203,71-80,m,10,101,Jack Russel Terrier,NA,NA,NA,K,2009,m,tricolor
103332,61-70,w,2,21,Malteser,Mischling,NA,NA,K,2009,m,weiss
103371,51-60,m,2,24,Zwergpudel,NA,NA,NA,K,2009,m,black/tan
103430,41-50,m,11,111,Mittelspitz,NA,NA,NA,K,2009,w,weiss
103438,51-60,w,9,92,Sheltie,Mischling,NA,NA,K,2009,w,beige
103616,71-80,m,10,101,Mischling klein,NA,NA,NA,K,2009,m,schwarz/braun
103617,51-60,w,10,101,Dackel,Mischling,NA,NA,K,2009,w,schwarz
103662,71-80,w,7,72,Border Collie,Mischling,NA,NA,I,2009,m,schwarz/weiss
103974,31-40,w,10,102,Zwergschnauzer,NA,NA,NA,K,2009,w,grau
103988,51-60,w,11,111,Foxterrier,NA,NA,NA,K,2009,m,tricolor
104651,51-60,w,6,61,Chihuahua,NA,NA,NA,K,2009,w,schwarz/braun
104715,71-80,w,6,63,Pointer,NA,NA,NA,I,2009,w,weiss/orange
104733,51-60,m,9,91,Labrador Retriever,NA,NA,NA,I,2009,m,schwarz
104776,61-70,w,10,101,Mischling klein,NA,NA,NA,K,2009,w,schwarz/braun
105372,71-80,w,7,73,Chihuahua,NA,NA,NA,K,2009,w,tricolor
105449,31-40,m,2,21,Mischling gross,NA,NA,NA,I,2009,m,braun
105485,31-40,w,7,72,Beagle,NA,NA,NA,K,2009,w,tricolor
105552,31-40,m,7,72,Labrador Retriever,NA,NA,NA,I,2009,w,schwarz
105585,41-50,w,9,92,Chinese Crested,NA,NA,NA,K,2009,m,schwarz
106790,31-40,w,10,101,Pudel,NA,Malteser,NA,K,2009,w,schwarz/weiss
106918,51-60,w,7,72,Dackel,NA,Labrador Retriever,NA,I,2009,w,schwarz
