owner_id,age,gender,city_district,quarter,primary_breed,is_hybrid,secondary_breed,is_secondary_hybrid,breed_type,dog_yob,dog_gender,dog_color
4726,51-60,m,5,52,Mischling klein,NA,NA,NA,K,2007,m,schwarz
5225,61-70,m,3,34,Lagotto Romagnolo,NA,NA,NA,I,2007,m,braun
14693,41-50,m,11,111,Chihuahua,NA,NA,NA,K,2007,w,weiss/grau
19652,51-60,w,2,24,Mischling klein,NA,NA,NA,K,2007,w,braun
20268,31-40,w,5,52,Parson Russell Terrier,NA,NA,NA,K,2007,m,tricolor
24014,51-60,w,12,123,Yorkshire Terrier,NA,NA,NA,K,2007,w,blue/tan
62628,61-70,m,7,72,Yorkshire Terrier,NA,NA,NA,K,2007,w,graubraun
64444,61-70,m,7,71,Mischling klein,NA,NA,NA,K,2007,w,rot/weiss
65758,51-60,w,7,71,Yorkshire Terrier,NA,NA,NA,K,2007,m,black/tan
66515,61-70,m,8,83,Labrador Retriever,NA,NA,NA,I,2007,w,braun
72136,61-70,m,7,72,Labrador Retriever,NA,NA,NA,I,2007,m,choco
80059,71-80,w,12,123,Französische Bulldogge,NA,NA,NA,K,2007,w,weiss
80143,81-90,w,9,92,Yorkshire Terrier,NA,NA,NA,K,2007,w,schwarz/braun
80169,41-50,w,4,42,Jack Russel Terrier,Mischling,NA,NA,K,2007,w,tricolor
80201,51-60,m,3,31,Mischling klein,NA,NA,NA,K,2007,w,schwarz
80217,51-60,w,3,33,Foxterrier,NA,NA,NA,K,2007,w,braun/weiss
80272,51-60,m,9,91,Terrier,Mischling,NA,NA,K,2007,m,black/tan
80380,71-80,m,2,23,Mischling klein,NA,NA,NA,K,2007,w,tricolor
80536,71-80,m,2,21,Schweizer Niederlaufhund,NA,NA,NA,K,2007,m,weiss/orange
80700,51-60,w,2,21,Mischling klein,NA,NA,NA,K,2007,w,braun/weiss
80715,61-70,m,6,61,Mischling klein,NA,NA,NA,K,2007,m,rehbraun
