owner_id,age,gender,city_district,quarter,primary_breed,is_hybrid,secondary_breed,is_secondary_hybrid,breed_type,dog_yob,dog_gender,dog_color
4889,51-60,m,8,82,Shiba Inu,NA,NA,NA,K,2003,w,rotbraun
55176,71-80,m,3,34,Dobermann,NA,NA,NA,I,2003,w,schwarz/braun
63468,81-90,m,7,74,Mischling klein,NA,NA,NA,K,2003,m,braun/weiss
64727,51-60,m,8,83,Border Collie,Mischling,NA,NA,I,2003,m,schwarz/weiss
70577,51-60,w,3,34,Mischling klein,NA,NA,NA,K,2003,w,schwarz
71119,51-60,w,11,115,Zwergpinscher,NA,NA,NA,K,2003,w,black/tan
80011,41-50,w,12,123,Jura Laufhund,Mischling,NA,NA,I,2003,m,schwarz/braun/weiss
80157,71-80,w,11,111,Mischling klein,NA,NA,NA,K,2003,w,braun/weiss
80187,51-60,w,3,31,Golden Retriever,NA,NA,NA,I,2003,w,blondfarben
80663,81-90,w,7,73,Malteser,NA,NA,NA,K,2003,m,weiss
80871,61-70,m,7,72,Mischling klein,NA,NA,NA,K,2003,w,blondfarben
80916,41-50,w,9,92,Tervueren,NA,Belgischer Schäfer,NA,I,2003,w,braun
80945,71-80,w,7,72,Jack Russel Terrier,NA,NA,NA,K,2003,w,tricolor
81043,81-90,m,9,92,Zwergpudel,NA,NA,NA,K,2003,m,braun
81092,91-100,w,7,74,Foxterrier,NA,NA,NA,K,2003,m,saufarben
81281,61-70,m,3,33,Labrador Retriever,NA,NA,NA,I,2003,m,schwarz
81377,41-50,m,6,63,Bearded Collie,NA,NA,NA,I,2003,m,braun/weiss
81403,71-80,w,6,63,Appenzeller,NA,NA,NA,I,2003,w,schwarz/weiss/braun
81504,81-90,w,7,74,Pudel,Mischling,NA,NA,K,2003,m,grau
81623,61-70,w,10,101,Sennenhund,Mischling,NA,NA,I,2003,m,schwarz/weiss/braun
81671,51-60,w,10,101,Mischling klein,NA,NA,NA,K,2003,w,weiss/braun
81671,51-60,w,10,101,Mischling klein,NA,NA,NA,K,2003,w,braun
81780,51-60,m,12,122,Münsterländer,NA,NA,NA,I,2003,m,weiss/braun
81811,61-70,m,11,111,Terrier,Mischling,NA,NA,K,2003,w,braun
81831,71-80,w,11,115,Mischling klein,NA,NA,NA,K,2003,w,braun/weiss
81916,51-60,w,9,91,Labrador Retriever,NA,NA,NA,I,2003,m,gelb
81989,81-90,m,7,72,Golden Retriever,NA,NA,NA,I,2003,m,golden
82135,61-70,m,9,92,Zwergpudel,NA,NA,NA,K,2003,m,schwarz
82306,51-60,m,3,33,Yorkshire Terrier,NA,NA,NA,K,2003,m,blue/steel
82402,71-80,w,11,119,Mischling klein,NA,NA,NA,K,2003,w,schwarz
82403,51-60,w,11,115,Mischling klein,NA,NA,NA,K,2003,m,schwarz
82465,61-70,m,3,34,Bulldog,NA,NA,NA,I,2003,w,gestromt
82649,91-100,w,8,82,Bearded Collie,NA,NA,NA,I,2003,w,beige
82662,41-50,w,7,74,Tibet Terrier,NA,NA,NA,K,2003,w,schwarz/weiss
82690,81-90,m,7,72,Zwergdackel,NA,NA,NA,K,2003,w,braun meliert
82692,81-90,w,7,74,Pudel,NA,NA,NA,K,2003,w,schwarz
82700,71-80,m,7,72,Labrador Retriever,NA,NA,NA,I,2003,m,schwarz
82737,71-80,w,7,71,Berner Sennenhund,NA,Schäfer,NA,I,2003,w,braun/schwarz
82782,81-90,w,6,63,Labrador Retriever,NA,NA,NA,I,2003,w,blondfarben
82816,71-80,w,11,111,Pointer,NA,NA,NA,I,2003,w,weiss/schwarz
82922,71-80,m,2,21,Chihuahua,NA,NA,NA,K,2003,w,schwarz/weiss/beige
82987,51-60,w,3,33,Labrador Retriever,NA,NA,NA,I,2003,m,braun
83085,71-80,m,10,101,Labrador Retriever,NA,Border Collie,NA,I,2003,m,schwarz/weiss
